date,state,count
2020-10-28,Andaman and Nicobar Islands,15.0
2020-10-29,Andaman and Nicobar Islands,16.0
2020-10-30,Andaman and Nicobar Islands,12.0
2020-10-31,Andaman and Nicobar Islands,15.0
2020-11-01,Andaman and Nicobar Islands,8.0
2020-11-02,Andaman and Nicobar Islands,12.0
2020-11-03,Andaman and Nicobar Islands,20.0
2020-11-04,Andaman and Nicobar Islands,17.0
2020-11-05,Andaman and Nicobar Islands,14.0
2020-11-06,Andaman and Nicobar Islands,17.0
2020-11-07,Andaman and Nicobar Islands,21.0
2020-11-08,Andaman and Nicobar Islands,9.0
2020-11-09,Andaman and Nicobar Islands,13.0
2020-11-10,Andaman and Nicobar Islands,14.0
2020-11-11,Andaman and Nicobar Islands,17.0
2020-11-12,Andaman and Nicobar Islands,13.0
2020-11-13,Andaman and Nicobar Islands,11.0
2020-11-14,Andaman and Nicobar Islands,9.0
2020-11-15,Andaman and Nicobar Islands,9.0
2020-11-16,Andaman and Nicobar Islands,21.0
2020-11-17,Andaman and Nicobar Islands,17.0
2020-11-18,Andaman and Nicobar Islands,19.0
2020-11-19,Andaman and Nicobar Islands,11.0
2020-11-20,Andaman and Nicobar Islands,13.0
2020-11-21,Andaman and Nicobar Islands,14.0
2020-11-22,Andaman and Nicobar Islands,10.0
2020-11-23,Andaman and Nicobar Islands,15.0
2020-11-24,Andaman and Nicobar Islands,11.0
2020-11-25,Andaman and Nicobar Islands,10.0
2020-11-26,Andaman and Nicobar Islands,5.0
2020-11-27,Andaman and Nicobar Islands,7.0
2020-11-28,Andaman and Nicobar Islands,9.0
2020-11-29,Andaman and Nicobar Islands,6.0
2020-11-30,Andaman and Nicobar Islands,6.0
2020-12-01,Andaman and Nicobar Islands,8.0
2020-12-02,Andaman and Nicobar Islands,5.0
2020-12-03,Andaman and Nicobar Islands,6.0
2020-12-04,Andaman and Nicobar Islands,13.0
2020-12-05,Andaman and Nicobar Islands,5.0
2020-12-06,Andaman and Nicobar Islands,11.0
2020-12-07,Andaman and Nicobar Islands,15.0
2020-12-08,Andaman and Nicobar Islands,5.0
2020-12-09,Andaman and Nicobar Islands,5.0
2020-12-10,Andaman and Nicobar Islands,8.0
2020-12-11,Andaman and Nicobar Islands,7.0
2020-12-12,Andaman and Nicobar Islands,7.0
2020-12-13,Andaman and Nicobar Islands,13.0
2020-12-14,Andaman and Nicobar Islands,16.0
2020-12-15,Andaman and Nicobar Islands,8.0
2020-12-16,Andaman and Nicobar Islands,8.0
2020-12-17,Andaman and Nicobar Islands,10.0
2020-12-18,Andaman and Nicobar Islands,9.0
2020-12-19,Andaman and Nicobar Islands,6.0
2020-12-20,Andaman and Nicobar Islands,6.0
2020-12-21,Andaman and Nicobar Islands,7.0
2020-12-22,Andaman and Nicobar Islands,5.0
2020-12-23,Andaman and Nicobar Islands,3.0
2020-12-24,Andaman and Nicobar Islands,5.0
2020-12-25,Andaman and Nicobar Islands,11.0
2020-12-26,Andaman and Nicobar Islands,0.0
2020-12-27,Andaman and Nicobar Islands,12.0
2020-12-28,Andaman and Nicobar Islands,5.0
2020-12-29,Andaman and Nicobar Islands,7.0
2020-12-30,Andaman and Nicobar Islands,5.0
2020-12-31,Andaman and Nicobar Islands,4.0
2021-01-01,Andaman and Nicobar Islands,1.0
2021-01-02,Andaman and Nicobar Islands,1.0
2021-01-03,Andaman and Nicobar Islands,1.0
2021-01-04,Andaman and Nicobar Islands,0.0
2021-01-05,Andaman and Nicobar Islands,1.0
2021-01-06,Andaman and Nicobar Islands,0.0
2021-01-07,Andaman and Nicobar Islands,9.0
2021-01-08,Andaman and Nicobar Islands,1.0
2021-01-09,Andaman and Nicobar Islands,0.0
2021-01-10,Andaman and Nicobar Islands,1.0
2021-01-11,Andaman and Nicobar Islands,3.0
2021-01-12,Andaman and Nicobar Islands,3.0
2021-01-13,Andaman and Nicobar Islands,3.0
2021-01-14,Andaman and Nicobar Islands,7.0
2021-01-15,Andaman and Nicobar Islands,3.0
2021-01-16,Andaman and Nicobar Islands,3.0
2021-01-17,Andaman and Nicobar Islands,1.0
2021-01-18,Andaman and Nicobar Islands,5.0
2021-01-19,Andaman and Nicobar Islands,1.0
2021-01-20,Andaman and Nicobar Islands,2.0
2021-01-21,Andaman and Nicobar Islands,0.0
2021-01-22,Andaman and Nicobar Islands,1.0
2021-01-23,Andaman and Nicobar Islands,1.0
2021-01-24,Andaman and Nicobar Islands,0.0
2021-01-25,Andaman and Nicobar Islands,1.0
2021-01-26,Andaman and Nicobar Islands,0.0
2021-01-27,Andaman and Nicobar Islands,0.0
2021-01-28,Andaman and Nicobar Islands,0.0
2021-01-29,Andaman and Nicobar Islands,0.0
2021-01-30,Andaman and Nicobar Islands,0.0
2021-01-31,Andaman and Nicobar Islands,0.0
2021-02-01,Andaman and Nicobar Islands,0.0
2021-02-02,Andaman and Nicobar Islands,0.0
2021-02-03,Andaman and Nicobar Islands,0.0
2021-02-04,Andaman and Nicobar Islands,0.0
2021-02-05,Andaman and Nicobar Islands,3.0
2021-02-06,Andaman and Nicobar Islands,3.0
2021-02-07,Andaman and Nicobar Islands,1.0
2021-02-08,Andaman and Nicobar Islands,4.0
2021-02-09,Andaman and Nicobar Islands,2.0
2021-02-10,Andaman and Nicobar Islands,0.0
2021-02-11,Andaman and Nicobar Islands,0.0
2021-02-12,Andaman and Nicobar Islands,0.0
2021-02-13,Andaman and Nicobar Islands,2.0
2021-02-14,Andaman and Nicobar Islands,0.0
2021-02-15,Andaman and Nicobar Islands,0.0
2021-02-16,Andaman and Nicobar Islands,4.0
2021-02-17,Andaman and Nicobar Islands,1.0
2021-02-18,Andaman and Nicobar Islands,0.0
2021-02-19,Andaman and Nicobar Islands,0.0
2021-02-20,Andaman and Nicobar Islands,0.0
2021-02-21,Andaman and Nicobar Islands,0.0
2021-02-22,Andaman and Nicobar Islands,1.0
2021-02-23,Andaman and Nicobar Islands,1.0
2021-02-24,Andaman and Nicobar Islands,0.0
2021-02-25,Andaman and Nicobar Islands,0.0
2021-02-26,Andaman and Nicobar Islands,1.0
2021-02-27,Andaman and Nicobar Islands,1.0
2021-02-28,Andaman and Nicobar Islands,2.0
2021-03-01,Andaman and Nicobar Islands,0.0
2021-03-02,Andaman and Nicobar Islands,0.0
2021-03-03,Andaman and Nicobar Islands,2.0
2021-03-04,Andaman and Nicobar Islands,2.0
2021-03-05,Andaman and Nicobar Islands,0.0
2021-03-06,Andaman and Nicobar Islands,0.0
2021-03-07,Andaman and Nicobar Islands,0.0
2021-03-08,Andaman and Nicobar Islands,2.0
2021-03-09,Andaman and Nicobar Islands,2.0
2021-03-10,Andaman and Nicobar Islands,0.0
2021-03-11,Andaman and Nicobar Islands,0.0
2021-03-12,Andaman and Nicobar Islands,1.0
2021-03-13,Andaman and Nicobar Islands,1.0
2021-03-14,Andaman and Nicobar Islands,1.0
2021-03-15,Andaman and Nicobar Islands,0.0
2021-03-16,Andaman and Nicobar Islands,1.0
2021-03-17,Andaman and Nicobar Islands,3.0
2021-03-18,Andaman and Nicobar Islands,1.0
2021-03-19,Andaman and Nicobar Islands,2.0
2021-03-20,Andaman and Nicobar Islands,0.0
2021-03-21,Andaman and Nicobar Islands,1.0
2021-03-22,Andaman and Nicobar Islands,0.0
2021-03-23,Andaman and Nicobar Islands,0.0
2021-03-24,Andaman and Nicobar Islands,2.0
2021-03-25,Andaman and Nicobar Islands,1.0
2021-03-26,Andaman and Nicobar Islands,1.0
2021-03-27,Andaman and Nicobar Islands,1.0
2021-03-28,Andaman and Nicobar Islands,2.0
2021-03-29,Andaman and Nicobar Islands,6.0
2021-03-30,Andaman and Nicobar Islands,29.0
2021-03-31,Andaman and Nicobar Islands,2.0
2021-04-01,Andaman and Nicobar Islands,1.0
2021-04-02,Andaman and Nicobar Islands,0.0
2021-04-03,Andaman and Nicobar Islands,14.0
2021-04-04,Andaman and Nicobar Islands,11.0
2021-04-05,Andaman and Nicobar Islands,7.0
2021-04-06,Andaman and Nicobar Islands,7.0
2021-04-07,Andaman and Nicobar Islands,8.0
2021-04-08,Andaman and Nicobar Islands,18.0
2021-04-09,Andaman and Nicobar Islands,12.0
2021-04-10,Andaman and Nicobar Islands,14.0
2021-04-11,Andaman and Nicobar Islands,15.0
2021-04-12,Andaman and Nicobar Islands,11.0
2021-04-13,Andaman and Nicobar Islands,8.0
2021-04-14,Andaman and Nicobar Islands,38.0
2021-04-15,Andaman and Nicobar Islands,15.0
2021-04-16,Andaman and Nicobar Islands,27.0
2021-04-17,Andaman and Nicobar Islands,42.0
2021-04-18,Andaman and Nicobar Islands,59.0
2021-04-19,Andaman and Nicobar Islands,31.0
2021-04-20,Andaman and Nicobar Islands,45.0
2021-04-21,Andaman and Nicobar Islands,24.0
2021-04-22,Andaman and Nicobar Islands,37.0
2021-04-23,Andaman and Nicobar Islands,42.0
2021-04-24,Andaman and Nicobar Islands,45.0
2021-04-25,Andaman and Nicobar Islands,51.0
2021-04-26,Andaman and Nicobar Islands,51.0
2021-04-27,Andaman and Nicobar Islands,48.0
2021-04-28,Andaman and Nicobar Islands,52.0
2021-04-29,Andaman and Nicobar Islands,59.0
2021-04-30,Andaman and Nicobar Islands,74.0
2021-05-01,Andaman and Nicobar Islands,97.0
2021-05-02,Andaman and Nicobar Islands,38.0
2021-05-03,Andaman and Nicobar Islands,66.0
2021-05-04,Andaman and Nicobar Islands,31.0
2021-05-05,Andaman and Nicobar Islands,42.0
2021-05-06,Andaman and Nicobar Islands,32.0
2021-05-07,Andaman and Nicobar Islands,56.0
2021-05-08,Andaman and Nicobar Islands,30.0
2021-05-09,Andaman and Nicobar Islands,26.0
2021-05-10,Andaman and Nicobar Islands,31.0
2021-05-11,Andaman and Nicobar Islands,28.0
2021-05-12,Andaman and Nicobar Islands,44.0
2021-05-13,Andaman and Nicobar Islands,40.0
2021-05-14,Andaman and Nicobar Islands,32.0
2021-05-15,Andaman and Nicobar Islands,26.0
2021-05-16,Andaman and Nicobar Islands,35.0
2021-05-17,Andaman and Nicobar Islands,35.0
2021-05-18,Andaman and Nicobar Islands,36.0
2021-05-19,Andaman and Nicobar Islands,35.0
2021-05-20,Andaman and Nicobar Islands,49.0
2021-05-21,Andaman and Nicobar Islands,31.0
2021-05-22,Andaman and Nicobar Islands,31.0
2021-05-23,Andaman and Nicobar Islands,24.0
2021-05-24,Andaman and Nicobar Islands,9.0
2021-05-25,Andaman and Nicobar Islands,25.0
2021-05-26,Andaman and Nicobar Islands,23.0
2021-05-27,Andaman and Nicobar Islands,16.0
2021-05-28,Andaman and Nicobar Islands,19.0
2021-05-29,Andaman and Nicobar Islands,28.0
2021-05-30,Andaman and Nicobar Islands,20.0
2021-05-31,Andaman and Nicobar Islands,21.0
2021-06-01,Andaman and Nicobar Islands,13.0
2021-06-02,Andaman and Nicobar Islands,25.0
2021-06-03,Andaman and Nicobar Islands,27.0
2021-06-04,Andaman and Nicobar Islands,18.0
2021-06-05,Andaman and Nicobar Islands,17.0
2021-06-06,Andaman and Nicobar Islands,14.0
2021-06-07,Andaman and Nicobar Islands,12.0
2021-06-08,Andaman and Nicobar Islands,23.0
2021-06-09,Andaman and Nicobar Islands,14.0
2021-06-10,Andaman and Nicobar Islands,29.0
2021-06-11,Andaman and Nicobar Islands,36.0
2021-06-12,Andaman and Nicobar Islands,10.0
2021-06-13,Andaman and Nicobar Islands,18.0
2021-06-14,Andaman and Nicobar Islands,8.0
2021-06-15,Andaman and Nicobar Islands,11.0
2021-06-16,Andaman and Nicobar Islands,26.0
2021-06-17,Andaman and Nicobar Islands,29.0
2021-06-18,Andaman and Nicobar Islands,28.0
2021-06-19,Andaman and Nicobar Islands,31.0
2021-06-20,Andaman and Nicobar Islands,12.0
2021-06-21,Andaman and Nicobar Islands,9.0
2021-06-22,Andaman and Nicobar Islands,10.0
2021-06-23,Andaman and Nicobar Islands,13.0
2021-06-24,Andaman and Nicobar Islands,2.0
2021-06-25,Andaman and Nicobar Islands,1.0
2021-06-26,Andaman and Nicobar Islands,5.0
2021-06-27,Andaman and Nicobar Islands,9.0
2021-06-28,Andaman and Nicobar Islands,7.0
2021-06-29,Andaman and Nicobar Islands,4.0
2021-06-30,Andaman and Nicobar Islands,1.0
2021-07-01,Andaman and Nicobar Islands,2.0
2021-07-02,Andaman and Nicobar Islands,6.0
2021-07-03,Andaman and Nicobar Islands,3.0
2021-07-04,Andaman and Nicobar Islands,4.0
2021-07-05,Andaman and Nicobar Islands,0.0
2021-07-06,Andaman and Nicobar Islands,5.0
2021-07-07,Andaman and Nicobar Islands,4.0
2021-07-08,Andaman and Nicobar Islands,1.0
2021-07-09,Andaman and Nicobar Islands,0.0
2021-07-10,Andaman and Nicobar Islands,0.0
2021-07-11,Andaman and Nicobar Islands,0.0
2021-07-12,Andaman and Nicobar Islands,1.0
2021-07-13,Andaman and Nicobar Islands,3.0
2021-07-14,Andaman and Nicobar Islands,3.0
2021-07-15,Andaman and Nicobar Islands,2.0
2021-07-16,Andaman and Nicobar Islands,4.0
2021-07-17,Andaman and Nicobar Islands,1.0
2021-07-18,Andaman and Nicobar Islands,4.0
2021-07-19,Andaman and Nicobar Islands,6.0
2021-07-20,Andaman and Nicobar Islands,2.0
2021-07-21,Andaman and Nicobar Islands,3.0
2021-07-22,Andaman and Nicobar Islands,4.0
2021-07-23,Andaman and Nicobar Islands,0.0
2021-07-24,Andaman and Nicobar Islands,0.0
2021-07-25,Andaman and Nicobar Islands,4.0
2021-07-26,Andaman and Nicobar Islands,1.0
2021-07-27,Andaman and Nicobar Islands,0.0
2021-07-28,Andaman and Nicobar Islands,1.0
2021-07-29,Andaman and Nicobar Islands,3.0
2021-07-30,Andaman and Nicobar Islands,1.0
2021-07-31,Andaman and Nicobar Islands,2.0
2021-08-01,Andaman and Nicobar Islands,2.0
2021-08-02,Andaman and Nicobar Islands,0.0
2021-08-03,Andaman and Nicobar Islands,1.0
2021-08-04,Andaman and Nicobar Islands,1.0
2021-08-05,Andaman and Nicobar Islands,0.0
2021-08-06,Andaman and Nicobar Islands,0.0
2021-08-07,Andaman and Nicobar Islands,3.0
2021-08-08,Andaman and Nicobar Islands,2.0
2021-08-09,Andaman and Nicobar Islands,0.0
2021-08-10,Andaman and Nicobar Islands,2.0
2021-08-11,Andaman and Nicobar Islands,0.0
2021-08-12,Andaman and Nicobar Islands,0.0
2021-08-13,Andaman and Nicobar Islands,0.0
2021-08-14,Andaman and Nicobar Islands,0.0
2021-08-15,Andaman and Nicobar Islands,0.0
2021-08-16,Andaman and Nicobar Islands,1.0
2021-08-17,Andaman and Nicobar Islands,0.0
2021-08-18,Andaman and Nicobar Islands,1.0
2021-08-19,Andaman and Nicobar Islands,3.0
2021-08-20,Andaman and Nicobar Islands,3.0
2021-08-21,Andaman and Nicobar Islands,1.0
2021-08-22,Andaman and Nicobar Islands,0.0
2021-08-23,Andaman and Nicobar Islands,2.0
2021-08-24,Andaman and Nicobar Islands,1.0
2021-08-25,Andaman and Nicobar Islands,0.0
2021-08-26,Andaman and Nicobar Islands,0.0
2021-08-27,Andaman and Nicobar Islands,0.0
2021-08-28,Andaman and Nicobar Islands,0.0
2021-08-29,Andaman and Nicobar Islands,4.0
2021-08-30,Andaman and Nicobar Islands,1.0
2021-08-31,Andaman and Nicobar Islands,1.0
2021-09-01,Andaman and Nicobar Islands,0.0
2021-09-02,Andaman and Nicobar Islands,1.0
2021-09-03,Andaman and Nicobar Islands,3.0
2021-09-04,Andaman and Nicobar Islands,2.0
2021-09-05,Andaman and Nicobar Islands,0.0
2021-09-06,Andaman and Nicobar Islands,0.0
2021-09-07,Andaman and Nicobar Islands,1.0
2021-09-08,Andaman and Nicobar Islands,3.0
2021-09-09,Andaman and Nicobar Islands,1.0
2021-09-10,Andaman and Nicobar Islands,2.0
2021-09-11,Andaman and Nicobar Islands,1.0
2021-09-12,Andaman and Nicobar Islands,2.0
2021-09-13,Andaman and Nicobar Islands,2.0
2021-09-14,Andaman and Nicobar Islands,8.0
2021-09-15,Andaman and Nicobar Islands,0.0
2021-09-16,Andaman and Nicobar Islands,3.0
2021-09-17,Andaman and Nicobar Islands,1.0
2021-09-18,Andaman and Nicobar Islands,2.0
2021-09-19,Andaman and Nicobar Islands,2.0
2021-09-20,Andaman and Nicobar Islands,2.0
2021-09-21,Andaman and Nicobar Islands,5.0
2021-09-22,Andaman and Nicobar Islands,8.0
2021-09-23,Andaman and Nicobar Islands,1.0
2021-09-24,Andaman and Nicobar Islands,1.0
2021-09-25,Andaman and Nicobar Islands,1.0
2021-09-26,Andaman and Nicobar Islands,0.0
2021-09-27,Andaman and Nicobar Islands,1.0
2021-09-28,Andaman and Nicobar Islands,1.0
2021-09-29,Andaman and Nicobar Islands,0.0
2021-09-30,Andaman and Nicobar Islands,1.0
2021-10-01,Andaman and Nicobar Islands,0.0
2021-10-02,Andaman and Nicobar Islands,1.0
2021-10-03,Andaman and Nicobar Islands,1.0
2021-10-04,Andaman and Nicobar Islands,1.0
2021-10-05,Andaman and Nicobar Islands,2.0
